collision-id,report-number,report-version,is-preliminary,ncic-code,crash-date-time,crash-time-description,beat,city-id,city-code,city-name,county-code,city-is-active,city-is-incorporated,collision-type-code,collision-type-description,collision-type-other-desc,day-of-week,dispatch-notified,has-photographs,hit-run,is-attachments-mailed,is-deleted,is-highway-related,is-tow-away,judicial-district,motor-vehicle-involved-with-code,motor-vehicle-involved-with-desc,motor-vehicle-involved-with-other-desc,number-injured,number-killed,lighting-code,lighting-description,latitude,longitude,milepost-direction,milepost-distance,milepost-marker,milepost-unit-of-measure,pedestrian-action-code,pedestrian-action-desc,prepared-date,primary-collision-factor-code,primary-collision-factor-description,primary-collision-factor-is-cited,primary-collision-party-number,primary-road,reporting-district,reporting-district-code,reviewed-date,roadway-surface-code,secondary-direction,secondary-distance,secondary-road,secondary-unit-of-measure,sketch-desc,traffic-control-device-code,created-date,modified-date,is-county-road,is-freeway,chp-555-version,is-additonal-object-struck,notification-date,notification-time-description,has-digital-media-files,evidence-number,is-location-refer-to-narrative,is-aoi-one-same-as-location
12535,9370-2015-0396,1,False,9370,8/27/2015 6:45:00 AM,645,178,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.825507,-122.309184,,,,,A,NO PEDESTRIANS INVOLVED,8/27/2015 12:00:00 AM,A,21658(a),False,1,I-880 N/B TO I-80 W/B,,,8/30/2015 7:39:04 PM,A,S,1360.0,SFOBB TOLL PLAZA,F,,D,8/30/2015 7:39:44 PM,8/30/2015 7:39:44 PM,,,2,,,,,,,
12534,9370-2015-0430,2,False,9370,8/24/2015 3:43:00 AM,343,8,14,109,Oakland,1,True,True,E,HIT OBJECT,,Monday,NotApplicable,False,,,False,True,False,Oakland Superior,I,FIXED OBJECT,METAL GUARD RAIL,0,0,D,DARK-NO STREET LIGHTS,37.8285,-122.2946,,,,,A,NO PEDESTRIANS INVOLVED,8/24/2015 12:00:00 AM,A,22107,False,1,I-80 W/B,,,8/30/2015 7:42:00 PM,A,E,4340.0,WEST GRAND AVE,F,,D,8/30/2015 7:06:20 PM,8/30/2015 7:42:34 PM,,,2,,,,,,,
12509,9370-2015-0416,1,False,9370,8/28/2015 1:10:00 PM,1310,176,14,109,Oakland,1,True,True,C,REAR END,,Friday,Yes,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.764824,-122.217608,,,,,A,NO PEDESTRIANS INVOLVED,8/28/2015 12:00:00 AM,A,22350,False,1,I-880 N/B,,,8/30/2015 2:35:45 PM,A,S,1460.0,High St,F,,D,8/30/2015 2:36:31 PM,8/30/2015 2:36:31 PM,,,2,,,,,,,
12488,9370-2015-0138,1,False,9370,8/9/2015 2:30:00 AM,230,98,14,109,Oakland,1,True,True,E,HIT OBJECT,,Sunday,Yes,False,,,False,True,True,Oakland Superior,I,FIXED OBJECT,CONCRETE BARRIER,0,0,D,DARK-NO STREET LIGHTS,37.8234,-122.2669,,,,,A,NO PEDESTRIANS INVOLVED,8/9/2015 12:00:00 AM,A,23152(a),True,1,I-980 E/B to I-580 E/B,,,8/30/2015 12:56:40 PM,A,W,246.0,Telegraph Ave,F,,D,8/30/2015 12:57:23 PM,8/30/2015 12:57:23 PM,,,2,,,,,,,
12485,9370-2015-0405,1,False,9370,8/27/2015 3:55:00 PM,1555,24,14,109,Oakland,1,True,True,C,REAR END,,Thursday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.85199,-122.222464,,,,,A,NO PEDESTRIANS INVOLVED,8/27/2015 12:00:00 AM,A,22350,False,1,SR-24 E/B,,,8/30/2015 12:42:57 PM,A,E,470.0,Kay St,F,,D,8/30/2015 12:43:36 PM,8/30/2015 12:43:36 PM,,,2,,,,,,,
12479,9370-2015-0397,2,False,9370,8/27/2015 11:15:00 AM,1115,24,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.84902,-122.23535,,,,,A,NO PEDESTRIANS INVOLVED,8/27/2015 12:00:00 AM,A,21658(a) VC,False,1,SR-24 W/B,,,8/30/2015 3:22:07 PM,A,E,1320.0,Golden Gate Ave,F,,D,8/30/2015 11:48:08 AM,8/30/2015 3:22:56 PM,,,2,,,,,,,
12473,9370-2015-0349,1,False,9370,8/14/2015 3:15:00 AM,315,176,14,109,Oakland,1,True,True,C,REAR END,,Friday,Yes,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,1,0,C,DARK-STREET LIGHTS,37.4516,-122.1231,,,,,A,NO PEDESTRIANS INVOLVED,8/14/2015 12:00:00 AM,A,22350,False,1,I-880 N/B,,,8/30/2015 10:21:09 AM,A,N,275.0,66th Ave,F,,D,8/30/2015 10:21:54 AM,8/30/2015 10:21:54 AM,,,2,,,,,,,
12459,9370-2015-0318,1,False,9370,8/21/2015 9:58:00 PM,2158,176,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Friday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,D,DARK-NO STREET LIGHTS,37.753389,-122.207968,,,,,A,NO PEDESTRIANS INVOLVED,8/21/2015 12:00:00 AM,A,21803(a),False,1,I-880 southbound from 66th Avenue,,,8/29/2015 12:15:32 PM,A,S,160.0,66th Avenue,F,,A,8/29/2015 12:16:08 PM,8/29/2015 12:16:08 PM,,,2,,,,,,,
12345,9370-2015-0347,1,False,9370,8/23/2015 6:45:00 PM,1845,8,14,109,Oakland,1,True,True,C,REAR END,,Sunday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.492959,-122.18341,,,,,A,NO PEDESTRIANS INVOLVED,8/23/2015 12:00:00 AM,A,22350,False,1,I-80 W/B,,,8/28/2015 1:58:15 PM,A,E,20.0,W. GRAND AVE.,F,,D,8/28/2015 1:58:50 PM,8/28/2015 1:58:50 PM,,,2,,,,,,,
12170,9335-2015-0365,1,False,9335,8/27/2015 9:40:00 AM,940,82,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,Yes,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.023575,-122.37665,,,,,A,NO PEDESTRIANS INVOLVED,8/27/2015 12:00:00 AM,A,22350VC,False,2,I-80 W/B (SFOBB),,,8/28/2015 1:33:56 AM,A,W,15.0,METERING LIGHTS,F,,D,8/28/2015 1:34:53 AM,8/28/2015 1:34:53 AM,,,2,,,,,,,
12169,9335-2015-0364,1,False,9335,8/27/2015 9:25:00 AM,925,82,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,Yes,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.821685,-122.332575,,,,,A,NO PEDESTRIANS INVOLVED,8/27/2015 12:00:00 AM,A,21658(a),False,1,I-80 W/B,,,8/28/2015 1:20:37 AM,A,E,250.0,CALL BOX AL 80 07M,F,,D,8/28/2015 1:21:38 AM,8/28/2015 1:21:38 AM,,,2,,,,,,,
12164,9335-2015-0333,1,False,9335,8/23/2015 6:15:00 AM,615,84,14,109,Oakland,1,True,True,C,REAR END,,Sunday,NotApplicable,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,B,DUSK-DAWN,37.823257,-122.316811,,,,,A,NO PEDESTRIANS INVOLVED,8/23/2015 12:00:00 AM,A,22350,False,1,I-80 E/B,,,8/28/2015 12:05:13 AM,A,W,0.2,TOLL PLAZA (West Edge),M,,D,8/28/2015 12:05:50 AM,8/28/2015 12:05:50 AM,,,2,,,,,,,
12132,9370-2015-0337,1,False,9370,8/23/2015 2:05:00 PM,1405,8,14,109,Oakland,1,True,True,E,HIT OBJECT,,Sunday,NotApplicable,False,,,False,True,False,Oakland Superior,I,FIXED OBJECT,ATTENUATOR,0,0,A,DAYLIGHT,37.828496,-122.293633,,,,,A,NO PEDESTRIANS INVOLVED,8/23/2015 12:00:00 AM,A,22107,False,1,I-80 W/B TO I-580 E/B,,,8/27/2015 4:24:58 PM,A,E,920.0,Beach St,F,,D,8/27/2015 4:25:41 PM,8/27/2015 4:25:41 PM,,,2,,,,,,,
12035,9370-2015-0322,1,False,9370,8/22/2015 10:25:00 AM,1025,8,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Saturday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.824604,-122.313388,,,,,A,NO PEDESTRIANS INVOLVED,8/22/2015 12:00:00 AM,A,21658(a),False,1,I-80 W/B,,,8/27/2015 1:55:07 PM,A,E,100.0,SFOBB TOLL PLAZA,F,,D,8/27/2015 1:56:53 PM,8/27/2015 1:56:53 PM,,,2,,,,,,,
12031,9370-2015-0379,1,False,9370,8/25/2015 5:10:00 PM,1710,177,14,109,Oakland,1,True,True,C,REAR END,,Tuesday,NotApplicable,False,F,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,2,0,A,DAYLIGHT,37.79664,-122.26977,,,,,A,NO PEDESTRIANS INVOLVED,8/25/2015 12:00:00 AM,A,22350,False,1,I-880 N/B,,,8/27/2015 1:51:48 PM,A,N,350.0,Jackson St,F,,D,8/27/2015 1:52:49 PM,8/27/2015 1:52:49 PM,,,2,,,,,,,
12016,9370-2015-0375,1,False,9370,8/25/2015 9:15:00 AM,915,176,14,109,Oakland,1,True,True,C,REAR END,,Tuesday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.72834,-122.18549,,,,,A,NO PEDESTRIANS INVOLVED,8/25/2015 12:00:00 AM,A,22350,False,1,I-880 N/B,,,8/27/2015 1:34:38 PM,A,S,1500.0,98th Ave,F,,D,8/27/2015 1:35:44 PM,8/27/2015 1:35:44 PM,,,2,,,,,,,
11937,9370-2015-0311,1,False,9370,8/21/2015 10:10:00 AM,1010,54,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Friday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.816266,-122.251401,,,,,A,NO PEDESTRIANS INVOLVED,8/21/2015 12:00:00 AM,A,21658(a) VC,False,1,I-580 W/B,,,8/27/2015 11:00:18 AM,A,E,1160.0,Harrison Street,F,,D,8/27/2015 11:00:51 AM,8/27/2015 11:00:51 AM,,,2,,,,,,,
11918,9370-2015-0303,1,False,9370,8/20/2015 12:15:00 PM,1215,176,14,109,Oakland,1,True,True,C,REAR END,,Thursday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.76653,-122.21896,,,,,A,NO PEDESTRIANS INVOLVED,8/20/2015 12:00:00 AM,A,22350,False,1,I-880 N/B,,,8/27/2015 10:21:54 AM,A,S,800.0,High St,F,,D,8/27/2015 10:22:43 AM,8/27/2015 10:22:43 AM,,,2,,,,,,,
11910,9370-2015-0313,2,False,9370,8/21/2015 12:33:00 PM,1233,24,14,109,Oakland,1,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.816964,-122.269793,,,,,A,NO PEDESTRIANS INVOLVED,8/21/2015 12:00:00 AM,A,22350 VC,False,1,SR-24 E/B FROM 27TH STREET,,,8/27/2015 10:09:47 AM,A,E,80.0,27th Street,F,,D,8/27/2015 10:10:30 AM,10/27/2015 1:16:52 PM,,,2,,,,,,,
11907,9370-2015-0056,1,False,9370,8/2/2015 1:40:00 PM,1340,176,14,109,Oakland,1,True,True,C,REAR END,,Sunday,NotApplicable,False,M,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.772449,-122.225754,,,,,A,NO PEDESTRIANS INVOLVED,8/2/2015 12:00:00 AM,A,22350 VC,False,1,I-880 S/B,,,8/27/2015 10:05:23 AM,A,N,1682.0,High Street,F,,D,8/27/2015 10:06:03 AM,8/27/2015 10:06:03 AM,,,2,,,,,,,
11899,9370-2015-0297,1,False,9370,8/20/2015 9:50:00 AM,950,8,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.8251,-122.38842,,,,,A,NO PEDESTRIANS INVOLVED,8/20/2015 12:00:00 AM,A,21658(a),False,1,I-80 WESTBOUND,,,8/27/2015 9:51:34 AM,A,E,1500.0,SFOBB ADMINISTRATION BUILDING,F,,D,8/27/2015 9:52:17 AM,8/27/2015 9:52:17 AM,,,2,,,,,,,
11825,9370-2015-0281,1,False,9370,8/18/2015 10:35:00 PM,2235,8,14,109,Oakland,1,True,True,F,OVERTURNED,,Tuesday,Yes,False,,,False,True,True,Oakland Superior,A,NON-COLLISION,,1,0,C,DARK-STREET LIGHTS,37.492621,-122.184679,,,,,A,NO PEDESTRIANS INVOLVED,8/18/2015 12:00:00 AM,A,22350,False,1,I-80 E/B,,,8/27/2015 8:01:08 AM,A,E,174.0,SFOBB Toll Plaza,F,,D,8/27/2015 8:02:08 AM,8/27/2015 8:02:08 AM,,,2,,,,,,,
11772,9335-2015-0180,1,False,9335,8/5/2015 8:35:00 AM,835,82,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Wednesday,NotApplicable,False,M,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.49296,-122.18458,,,,,A,NO PEDESTRIANS INVOLVED,8/5/2015 12:00:00 AM,A,21658(a),False,1,I-80 W/B,,,8/26/2015 7:48:49 PM,A,E,315.0,TOLL PLAZA,F,,D,8/26/2015 7:49:33 PM,8/26/2015 7:49:33 PM,,,2,,,,,,,
11761,9370-2015-0330,1,False,9370,8/22/2015 5:05:00 PM,1705,8,14,109,Oakland,1,True,True,C,REAR END,,Saturday,Yes,True,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.825573,-122.30405,,,,,A,NO PEDESTRIANS INVOLVED,8/22/2015 12:00:00 AM,A,22350,False,1,I-80 W/B,,,8/26/2015 5:47:26 PM,A,E,1590.0,WEST GRAND AVE,F,,D,8/26/2015 5:49:37 PM,8/26/2015 5:49:37 PM,,,2,,,,,,,
11753,9370-2015-0331,1,False,9370,8/22/2015 3:50:00 PM,1550,13,14,109,Oakland,1,True,True,E,HIT OBJECT,,Saturday,NotApplicable,False,,,False,True,True,Oakland Superior,I,FIXED OBJECT,METAL GUARD RAIL,0,0,A,DAYLIGHT,37.827397,-122.212117,,,,,A,NO PEDESTRIANS INVOLVED,8/22/2015 12:00:00 AM,A,22107,False,1,SR-13 S/B,,,8/26/2015 4:51:04 PM,A,N,600.0,La Salle Ave O/C,F,,D,8/26/2015 4:51:42 PM,8/26/2015 4:51:42 PM,,,2,,,,,,,
11739,9370-2015-0316,1,False,9370,8/21/2015 4:10:00 PM,1610,55,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Friday,Yes,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,2,0,A,DAYLIGHT,37.826401,-122.267081,,,,,A,NO PEDESTRIANS INVOLVED,8/21/2015 12:00:00 AM,A,21658(a),False,1,I-580 W/B TO SR-24 E/B,,,8/26/2015 4:26:55 PM,A,W,100.0,Macarthur Blvd,F,,D,8/26/2015 4:27:44 PM,8/26/2015 4:27:44 PM,,,2,,,,,,,
11733,9370-2015-0314,2,False,9370,8/21/2015 12:30:00 PM,1230,24,14,109,Oakland,1,True,True,D,BROADSIDE,,Friday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.816819,-122.26975,,,,,A,NO PEDESTRIANS INVOLVED,8/21/2015 12:00:00 AM,A,21453(b),False,2,SR-24 E/B FROM 27TH STREET,,,8/26/2015 4:18:22 PM,A,E,20.0,27TH STREET,F,,A,8/26/2015 4:18:59 PM,10/27/2015 1:16:51 PM,,,2,,,,,,,
11712,9370-2015-0378,1,False,9370,8/24/2015 11:35:00 PM,2335,13,14,109,Oakland,1,True,True,E,HIT OBJECT,,Monday,Yes,False,,,False,True,True,Oakland Superior,I,FIXED OBJECT,Asphalt Curb,0,0,C,DARK-STREET LIGHTS,37.78938,-122.18113,,,,,A,NO PEDESTRIANS INVOLVED,8/24/2015 12:00:00 AM,A,23152(a),True,1,SR-13 N/B,,,8/26/2015 3:50:24 PM,A,S,1900.0,Redwood Rd,F,,D,8/26/2015 3:51:17 PM,8/26/2015 3:51:17 PM,,,2,,,,,,,
11703,9370-2015-0296,1,False,9370,8/20/2015 6:20:00 AM,620,177,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,B,DUSK-DAWN,37.79452,-122.26574,,,,,A,NO PEDESTRIANS INVOLVED,8/20/2015 12:00:00 AM,A,21658(a),False,1,I-880 S/B,,,8/26/2015 3:36:07 PM,A,S,40.0,Oak St.,F,,D,8/26/2015 3:36:43 PM,8/26/2015 3:36:43 PM,,,2,,,,,,,
11688,9370-2015-0300,1,False,9370,8/20/2015 9:18:00 AM,918,176,14,109,Oakland,1,True,True,C,REAR END,,Thursday,NotApplicable,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.77627,-122.23562,,,,,A,NO PEDESTRIANS INVOLVED,8/20/2015 12:00:00 AM,A,21703,False,1,I-880 N/B,,,8/26/2015 3:10:06 PM,A,S,500.0,23rd Ave.,F,,D,8/26/2015 3:10:51 PM,8/26/2015 3:10:51 PM,,,2,,,,,,,
11686,9370-2015-0200,2,False,9370,8/8/2015 6:40:00 AM,640,177,14,109,Oakland,1,True,True,E,HIT OBJECT,,Saturday,NotApplicable,False,,,False,True,True,Oakland Superior,I,FIXED OBJECT,Guard Rail,0,0,A,DAYLIGHT,37.7777,-122.237,,,,,A,NO PEDESTRIANS INVOLVED,8/8/2015 12:00:00 AM,A,22107,False,1,I-880 N/B,,,10/4/2015 3:39:39 PM,A,N,5.0,23rd Ave,F,,D,8/26/2015 3:06:25 PM,10/4/2015 3:39:52 PM,,,2,,,,,,,
11644,9370-2015-0294,1,False,9370,8/20/2015 12:28:00 AM,28,55,14,109,Oakland,1,True,True,C,REAR END,,Thursday,NotApplicable,False,,,False,True,True,OAKLAND SUPERIOR,C,OTHER MOTOR VEHICLE,,0,0,C,DARK-STREET LIGHTS,37.82448,-122.26918,,,,,A,NO PEDESTRIANS INVOLVED,8/20/2015 12:00:00 AM,A,22350,False,1,I-580 E/B,,,8/26/2015 2:11:23 PM,A,E,145.0,MARTIN LUTHER KING JR. WAY,F,,D,8/26/2015 2:12:11 PM,8/26/2015 2:12:11 PM,,,2,,,,,,,
11589,9370-2015-0289,1,False,9370,8/19/2015 6:24:00 PM,1824,8,14,109,Oakland,1,True,True,C,REAR END,,Wednesday,NotApplicable,False,,,False,True,True,OAKLAND SUPERIOR,C,OTHER MOTOR VEHICLE,,2,0,A,DAYLIGHT,37.82528,-122.30496,,,,,A,NO PEDESTRIANS INVOLVED,8/19/2015 12:00:00 AM,A,22350,False,1,I-80 E/B,,,8/26/2015 12:56:30 PM,A,E,37.0,W. GRAND AVE,F,,D,8/26/2015 12:57:09 PM,8/26/2015 12:57:09 PM,,,2,,,,,,,
11510,9370-2015-0285,1,False,9370,8/19/2015 10:05:00 AM,1005,178,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Wednesday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.82568,-122.30748,,,,,A,NO PEDESTRIANS INVOLVED,8/19/2015 12:00:00 AM,A,22107,False,1,I-880 N/B to I-80 W/B,,,8/26/2015 10:51:42 AM,A,N,2300.0,Maritime St.,F,,D,8/26/2015 10:52:21 AM,8/26/2015 10:52:21 AM,,,2,,,,,,,
11407,9370-2015-0279,1,False,9370,8/18/2015 6:16:00 PM,1816,52,14,109,Oakland,1,True,True,C,REAR END,,Tuesday,NotApplicable,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.79717,-122.21314,,,,,A,NO PEDESTRIANS INVOLVED,8/18/2015 12:00:00 AM,A,22350,False,1,I-580 E/B,,,8/26/2015 8:21:14 AM,A,E,395.0,HIGH ST.,F,,D,8/26/2015 8:21:56 AM,8/26/2015 8:21:56 AM,,,2,,,,,,,
11366,9370-2015-0278,1,False,9370,8/18/2015 6:15:00 PM,1815,52,14,109,Oakland,1,True,True,C,REAR END,,Tuesday,NotApplicable,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.79717,-122.21314,,,,,A,NO PEDESTRIANS INVOLVED,8/18/2015 12:00:00 AM,A,22350,False,1,I-580 E/B,,,8/26/2015 6:43:33 AM,A,E,400.0,HIGH ST.,F,,D,8/26/2015 6:44:02 AM,8/26/2015 6:44:02 AM,,,2,,,,,,,
11356,9335-2015-0202,1,False,9335,8/7/2015 8:04:00 PM,2004,82,14,109,Oakland,1,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,C,DARK-STREET LIGHTS,37.493,-122.185,,,,,A,NO PEDESTRIANS INVOLVED,8/7/2015 12:00:00 AM,A,22350,False,2,I-80 W/B,,,8/26/2015 6:22:30 AM,A,E,15.0,TOLL PLAZA GATE,F,,D,8/26/2015 6:23:11 AM,8/26/2015 6:23:11 AM,,,2,,,,,,,
11312,9370-2015-0287,1,False,9370,8/19/2015 10:35:00 AM,1035,176,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Wednesday,Yes,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.76301,-122.21604,,,,,A,NO PEDESTRIANS INVOLVED,8/19/2015 12:00:00 AM,A,21658(a),False,1,I-880 N/B,,,8/25/2015 5:00:40 PM,A,S,2200.0,High St,F,,D,8/25/2015 5:01:32 PM,8/25/2015 5:01:32 PM,,,2,,,,,,,
11310,9370-2015-0266,1,False,9370,8/17/2015 4:35:00 PM,1635,53,14,109,Oakland,1,True,True,C,REAR END,,Monday,Yes,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,2,0,A,DAYLIGHT,37.79717,-122.21314,,,,,A,NO PEDESTRIANS INVOLVED,8/17/2015 12:00:00 AM,A,21703,False,1,I-580 E/B,,,8/25/2015 4:53:06 PM,A,E,100.0,Coolidge Ave,F,,D,8/25/2015 4:54:29 PM,8/25/2015 4:54:29 PM,,,2,,,,,,,
11307,9370-2015-0288,1,False,9370,8/19/2015 1:35:00 PM,1335,176,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Wednesday,NotApplicable,False,M,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.74702,-122.20229,,,,,A,NO PEDESTRIANS INVOLVED,8/19/2015 12:00:00 AM,A,21658(a),False,1,I-880 S/B,,,8/25/2015 4:47:49 PM,A,S,400.0,66th Ave,F,,D,8/25/2015 4:48:34 PM,8/25/2015 4:48:34 PM,,,2,,,,,,,
11298,9370-2015-0298,1,False,9370,8/20/2015 11:20:00 AM,1120,176,14,109,Oakland,1,True,True,C,REAR END,,Thursday,NotApplicable,False,,,False,True,True,Oakland Superior,C,OTHER MOTOR VEHICLE,,4,0,A,DAYLIGHT,37.763949,-122.216841,,,,,A,NO PEDESTRIANS INVOLVED,8/20/2015 12:00:00 AM,A,22350,False,1,I-880 N/B,,,8/25/2015 4:19:05 PM,A,S,1880.0,High Street,F,,D,8/25/2015 4:20:13 PM,8/25/2015 4:20:13 PM,,,2,,,,,,,
11264,9370-2015-0361,1,False,9370,8/17/2015 3:30:00 PM,1530,52,14,109,Oakland,1,True,True,H,OTHER,LOSS OF TIRE,Monday,NotApplicable,False,,,False,True,True,OAKLAND SUPERIOR,J,OTHER OBJECT,Roadway,0,0,A,DAYLIGHT,37.7436,-122.14728,,,,,A,NO PEDESTRIANS INVOLVED,8/17/2015 12:00:00 AM,C,,,,I-580 E/B,,,8/25/2015 3:22:13 PM,A,W,2640.0,DUTTON AVE.,F,,D,8/25/2015 3:22:56 PM,8/25/2015 3:22:56 PM,,,2,,,,,,,
11254,9370-2015-0360,1,False,9370,8/17/2015 2:30:00 PM,1430,52,14,109,Oakland,1,True,True,H,OTHER,Load,Monday,NotApplicable,False,,,False,True,False,OAKLAND SUPERIOR,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.444,-122.8528,,,,,A,NO PEDESTRIANS INVOLVED,8/17/2015 12:00:00 AM,A,23114(a),False,1,I-580 W/B,,,8/25/2015 3:13:48 PM,A,E,210.0,106th Ave.,F,,D,8/25/2015 3:14:26 PM,8/25/2015 3:14:26 PM,,,2,,,,,,,
11243,9370-2015-0280,1,False,9370,8/17/2015 6:55:00 PM,1855,54,14,109,Oakland,1,True,True,C,REAR END,,Monday,NotApplicable,False,M,,False,True,False,Oakland Juvenile,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.482354,-122.141636,,,,,A,NO PEDESTRIANS INVOLVED,8/17/2015 12:00:00 AM,A,22350,False,2,I-580 E/B,,,8/25/2015 2:58:12 PM,A,W,0.28,Park Blvd,M,,D,8/25/2015 2:58:58 PM,8/25/2015 2:58:58 PM,,,2,,,,,,,
11238,9370-2015-0332,1,False,9370,8/22/2015 1:25:00 PM,1325,55,14,109,Oakland,1,True,True,C,REAR END,,Saturday,NotApplicable,False,,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.826747,-122.278087,,,,,A,NO PEDESTRIANS INVOLVED,8/22/2015 12:00:00 AM,A,22350,False,3,I-580 W/B,,,8/25/2015 2:52:02 PM,A,E,500.0,Adeline St,F,,D,8/25/2015 2:52:49 PM,8/25/2015 2:52:49 PM,,,2,,,,,,,
11174,9370-2015-0189,1,False,9370,8/12/2015 12:55:00 AM,55,54,14,109,Oakland,1,True,True,E,HIT OBJECT,,Wednesday,Yes,False,,,False,True,True,Oakland Superior,I,FIXED OBJECT,Tree,1,0,D,DARK-NO STREET LIGHTS,37.49343,-122.15769,,,,,A,NO PEDESTRIANS INVOLVED,8/12/2015 12:00:00 AM,A,22107,False,1,I-580 W/B,,,8/25/2015 1:30:53 PM,A,W,514.0,Chetwood St,F,,D,8/25/2015 1:31:43 PM,8/25/2015 1:31:43 PM,,,2,,,,,,,
10897,9335-2015-0287,1,False,9335,8/16/2015 4:03:00 PM,1603,82,14,109,Oakland,1,True,True,C,REAR END,,Sunday,NotApplicable,False,M,,False,True,False,Oakland Superior,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.823968,-122.317046,,,,,A,NO PEDESTRIANS INVOLVED,8/16/2015 12:00:00 AM,A,22350,False,1,I-80 W/B,,,8/24/2015 9:45:23 PM,A,E,90.0,METERING LIGHTS,F,,A,8/24/2015 9:46:14 PM,8/24/2015 9:46:14 PM,,,2,,,,,,,
