collision-id,report-number,report-version,is-preliminary,ncic-code,crash-date-time,crash-time-description,beat,city-id,city-code,city-name,county-code,city-is-active,city-is-incorporated,collision-type-code,collision-type-description,collision-type-other-desc,day-of-week,dispatch-notified,has-photographs,hit-run,is-attachments-mailed,is-deleted,is-highway-related,is-tow-away,judicial-district,motor-vehicle-involved-with-code,motor-vehicle-involved-with-desc,motor-vehicle-involved-with-other-desc,number-injured,number-killed,lighting-code,lighting-description,latitude,longitude,milepost-direction,milepost-distance,milepost-marker,milepost-unit-of-measure,pedestrian-action-code,pedestrian-action-desc,prepared-date,primary-collision-factor-code,primary-collision-factor-description,primary-collision-factor-is-cited,primary-collision-party-number,primary-road,reporting-district,reporting-district-code,reviewed-date,roadway-surface-code,secondary-direction,secondary-distance,secondary-road,secondary-unit-of-measure,sketch-desc,traffic-control-device-code,created-date,modified-date,is-county-road,is-freeway,chp-555-version,is-additonal-object-struck,notification-date,notification-time-description,has-digital-media-files,evidence-number,is-location-refer-to-narrative,is-aoi-one-same-as-location
4542980,9335-2025-00092,1,False,9335,1/13/2025 7:30:00 AM,730,082,14,109,Oakland,1,True,True,C,REAR END,,Monday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.823518,-122.318954,,,,,A,NO PEDESTRIANS INVOLVED,1/13/2025 7:30:00 AM,A,VC 22350,False,1,I-80 W/B,,,1/19/2025 1:34:50 PM,A,W,490.0,SFOBB METERING LIGHTS,F,,D,1/19/2025 1:34:53 PM,1/19/2025 1:34:53 PM,False,True,4,,1/13/2025 7:45:00 AM,745,True,EMBEDDED,,True
4540782,9370-2025-00101,2,False,9370,1/11/2025 4:47:00 PM,1647,053,14,109,Oakland,1,True,True,C,REAR END,,Saturday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,E,PARKED MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.799165,-122.219733,,,,,A,NO PEDESTRIANS INVOLVED,1/11/2025 4:47:00 PM,A,VC 22350,False,1,I-580 W/B,,,1/27/2025 11:17:25 AM,A,E,300.0,THE SHEFFIELD AVENUE OVERCROSSING,F,,D,1/16/2025 6:57:13 PM,1/27/2025 11:17:27 AM,False,True,4,,1/11/2025 4:50:00 PM,1650,True,AREA PHOTO FILE,,True
4540717,9335-2025-00085,1,False,9335,1/10/2025 6:00:00 PM,1800,084,14,109,Oakland,1,True,True,C,REAR END,,Friday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT ALAMEDA,C,OTHER MOTOR VEHICLE,,0,0,C,DARK-STREET LIGHTS,37.822747,-122.319809,,,,,A,NO PEDESTRIANS INVOLVED,1/10/2025 6:00:00 PM,A,VC 22350,False,1,I-80 EASTBOUND,,,1/16/2025 4:36:48 PM,A,W,0.14,SFOBB METERING LIGHTS PROLONGATION,M,,D,1/16/2025 4:36:51 PM,1/16/2025 4:36:51 PM,False,True,4,False,1/10/2025 6:10:00 PM,1810,False,,,True
4540696,9370-2025-00149,1,False,9370,1/15/2025 7:00:00 PM,1900,013,14,109,Oakland,1,True,True,E,HIT OBJECT,,Wednesday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,J,OTHER OBJECT,METAL PIPE,0,0,C,DARK-STREET LIGHTS,37.839715,-122.223361,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2025 7:00:00 PM,A,VC 22350,False,1,SR-13 S/B,,,1/16/2025 4:08:56 PM,A,S,757.0,BROADWAY TER,F,,D,1/16/2025 4:08:58 PM,1/16/2025 4:08:58 PM,False,True,4,,1/15/2025 7:05:00 PM,1905,False,,,True
4540693,9370-2025-00144,1,False,9370,1/15/2025 11:20:00 AM,1120,055,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Wednesday,NotApplicable,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.8271,-122.284289,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2025 11:20:00 AM,A,VC 21750(a),False,1,I-580 E/B,,,1/16/2025 4:06:38 PM,A,W,807.0,HOLLIS STREET,F,,D,1/16/2025 4:06:42 PM,1/16/2025 4:06:42 PM,False,True,4,,1/15/2025 11:25:00 AM,1125,True,EMBEDDED,,True
4540427,9370-2025-00136,1,False,9370,1/15/2025 7:55:00 AM,755,013,14,109,Oakland,1,True,True,C,REAR END,,Wednesday,NotApplicable,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.783919,-122.178472,,,,,A,NO PEDESTRIANS INVOLVED,1/15/2025 7:55:00 AM,A,VC 22350,False,1,SR-13 S/B TO I-580 E/B,,,1/16/2025 1:28:46 PM,A,S,183.0,CALAVERAS AVENUE,F,,D,1/16/2025 1:28:50 PM,1/16/2025 1:28:50 PM,False,True,4,,1/15/2025 8:00:00 AM,800,True,EMBEDDED,,True
4540330,9370-2025-00086,1,False,9370,1/9/2025 5:50:00 PM,1750,053,14,109,Oakland,1,True,True,C,REAR END,,Thursday,Yes,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,1,0,C,DARK-STREET LIGHTS,37.795232,-122.20729,,,,,A,NO PEDESTRIANS INVOLVED,1/9/2025 5:50:00 PM,A,VC 22350,False,1,I-580 W/B,,,1/16/2025 12:49:22 PM,A,E,1058.0,COOLIDGE AVENUE,F,,D,1/16/2025 12:49:25 PM,1/16/2025 12:49:25 PM,False,True,4,True,1/9/2025 6:00:00 PM,1800,False,,,True
4540267,9370-2025-00072,1,False,9370,1/7/2025 4:25:00 PM,1625,013,14,109,Oakland,1,True,True,C,REAR END,,Tuesday,Yes,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,1,0,C,DARK-STREET LIGHTS,37.78201,-122.175946,,,,,A,NO PEDESTRIANS INVOLVED,1/7/2025 4:25:00 PM,A,VC 22350,False,1,SR-13 S/B TO I-580 E/B,,,1/16/2025 12:25:45 PM,A,W,710.0,SEMINARY AVENUE,F,,D,1/16/2025 12:25:48 PM,1/16/2025 12:25:48 PM,False,True,4,,1/7/2025 4:27:00 PM,1627,False,,,True
4539127,9370-2025-00047,1,False,9370,1/6/2025 12:35:00 AM,35,177,14,109,Oakland,1,True,True,E,HIT OBJECT,,Monday,Yes,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,CONCRETE CENTER MEDIAN,1,0,D,DARK-NO STREET LIGHTS,37.792336,-122.262496,,,,,A,NO PEDESTRIANS INVOLVED,1/6/2025 12:35:00 AM,A,VC 23152(a),True,1,I-880 S/B,,,1/15/2025 4:03:46 PM,A,S,1500.0,OAK STREET,F,,D,1/15/2025 4:03:49 PM,1/15/2025 4:03:49 PM,False,True,4,,1/6/2025 12:37:00 AM,0037,False,,,True
4539122,9370-2025-00057,1,False,9370,1/7/2025 10:15:00 AM,1015,176,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Tuesday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.762558,-122.215528,,,,,A,NO PEDESTRIANS INVOLVED,1/7/2025 10:15:00 AM,A,VC 22107,False,1,I-880 N/B,,,1/15/2025 3:57:43 PM,A,S,2443.0,HIGH STREET,F,,D,1/15/2025 3:57:46 PM,1/15/2025 3:57:46 PM,False,True,4,,1/7/2025 10:20:00 AM,1020,False,,,True
4539110,9370-2025-00130,1,False,9370,1/14/2025 1:00:00 PM,1300,052,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Tuesday,NotApplicable,False,M,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.740897,-122.144507,,,,,A,NO PEDESTRIANS INVOLVED,1/14/2025 1:00:00 PM,A,VC 21658(A),False,1,I-580 E/B,,,1/15/2025 3:43:24 PM,A,W,2500.0,DUTTON AVENUE,F,,D,1/15/2025 3:43:26 PM,1/15/2025 3:43:26 PM,False,True,4,,1/14/2025 1:05:00 PM,1305,False,,,True
4539107,9370-2025-00128,1,False,9370,1/14/2025 10:05:00 AM,1005,177,14,109,Oakland,1,True,True,C,REAR END,,Tuesday,NotApplicable,False,,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.78862,-122.251436,,,,,A,NO PEDESTRIANS INVOLVED,1/14/2025 10:05:00 AM,A,VC 22350,False,1,I-880 N/B,,,1/15/2025 3:40:08 PM,A,S,1500.0,5TH AVENUE,F,,D,1/15/2025 3:40:14 PM,1/15/2025 3:40:14 PM,False,True,4,,1/14/2025 10:20:00 AM,1020,True,AREA / EMBEDDED,,True
4539079,9345-2025-00107,1,False,9345,1/10/2025 11:37:00 PM,2337,901,14,109,Oakland,1,True,True,E,HIT OBJECT,,Friday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,ELECTRICAL UTILITY BOX,0,0,C,DARK-STREET LIGHTS,37.741253,-122.195039,,,,,A,NO PEDESTRIANS INVOLVED,1/10/2025 11:37:00 PM,A,VC 22515(a),False,1,EDES AVE.,,,1/15/2025 3:18:35 PM,A,,,I-880 N/B TO HEGENBERGER RD.,,,A,1/15/2025 3:18:39 PM,1/15/2025 3:18:39 PM,False,False,4,,1/10/2025 11:37:00 PM,2337,True,AREA / EMBEDDED,,True
4539060,9370-2025-00085,1,False,9370,1/8/2025 9:47:00 AM,947,177,14,109,Oakland,1,True,True,C,REAR END,,Wednesday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.799578,-122.277302,,,,,A,NO PEDESTRIANS INVOLVED,1/8/2025 9:47:00 AM,A,VC 22350,False,1,I-880 N/B,,,1/15/2025 3:00:06 PM,A,S,315.0,JEFFERSON STREET,F,,D,1/15/2025 3:00:09 PM,1/15/2025 3:00:09 PM,False,True,4,,1/8/2025 9:49:00 AM,0949,False,,,True
4539043,9370-2025-00063,1,False,9370,1/7/2025 4:55:00 PM,1655,055,14,109,Oakland,1,True,True,C,REAR END,,Tuesday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.812956,-122.250724,,,,,A,NO PEDESTRIANS INVOLVED,1/7/2025 4:55:00 PM,A,VC 22350,False,1,I-580 E/B,,,1/15/2025 2:44:08 PM,A,W,1053.0,GRAND AVE,F,,D,1/15/2025 2:44:10 PM,1/15/2025 2:44:10 PM,False,True,4,,1/7/2025 5:00:00 PM,1700,False,,,True
4539036,9370-2025-00122,1,False,9370,1/13/2025 4:30:00 PM,1630,013,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Monday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT ALAMEDA,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.813534,-122.200928,,,,,A,NO PEDESTRIANS INVOLVED,1/13/2025 4:30:00 PM,A,VC 21658(A),False,1,SR-13 S/B,,,1/15/2025 2:37:56 PM,A,N,1385.0,LINCOLN AVE,F,,D,1/15/2025 2:38:00 PM,1/15/2025 2:38:00 PM,False,True,4,,1/13/2025 5:07:00 PM,1707,False,,,True
4539031,9370-2025-00083,1,False,9370,1/9/2025 12:20:00 PM,1220,055,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.826828,-122.286778,,,,,A,NO PEDESTRIANS INVOLVED,1/9/2025 12:20:00 PM,A,VC 21658(A),False,1,I-580 W/B,,,1/15/2025 2:36:46 PM,A,W,725.0,HOLLIS ST,F,,D,1/15/2025 2:36:48 PM,1/15/2025 2:36:48 PM,False,True,4,,1/9/2025 12:27:00 PM,1227,False,,,True
4539006,9370-2025-00084,1,False,9370,1/8/2025 8:30:00 AM,830,177,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Wednesday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.793607,-122.263762,,,,,A,NO PEDESTRIANS INVOLVED,1/8/2025 8:30:00 AM,A,VC 21658(A),False,1,I-880 N/B,,,1/15/2025 2:17:23 PM,A,S,975.0,OAK ST,F,,D,1/15/2025 2:17:27 PM,1/15/2025 2:17:27 PM,False,True,4,,1/8/2025 8:32:00 AM,0832,False,,,True
4538811,9370-2025-00099,1,False,9370,1/11/2025 8:30:00 AM,830,176,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Saturday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.775494,-122.234663,,,,,A,NO PEDESTRIANS INVOLVED,1/11/2025 8:30:00 AM,A,VC 22107,False,1,I-880 S/B,,,1/15/2025 12:24:51 PM,A,N,350.0,29TH AVE,F,,D,1/15/2025 12:24:53 PM,1/15/2025 12:24:53 PM,False,True,4,,1/11/2025 8:45:00 AM,0845,False,,,True
4538051,9370-2025-00018,1,False,9370,1/3/2025 2:30:00 AM,230,013,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Friday,NotApplicable,False,F,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,C,DARK-STREET LIGHTS,37.822228,-122.207573,,,,,A,NO PEDESTRIANS INVOLVED,1/3/2025 2:30:00 AM,B,UNSAFE MERGE,,1,STATE ROUTE 13 NORTHBOUND,,,1/15/2025 6:16:36 AM,A,N,200.0,PARK BLVD,F,,D,1/15/2025 6:16:39 AM,1/15/2025 6:16:39 AM,False,True,4,,1/3/2025 2:30:00 AM,0230,False,,,True
4537745,9370-2025-00070,1,False,9370,1/7/2025 5:55:00 PM,1755,055,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Tuesday,Yes,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,1,0,C,DARK-STREET LIGHTS,37.830189,-122.293346,,,,,A,NO PEDESTRIANS INVOLVED,1/7/2025 5:55:00 PM,A,VC 21658(A),False,1,I-580 W/B TO I-80 E/B,,,1/14/2025 4:13:18 PM,A,E,2978.0,POWELL ST,F,,D,1/14/2025 4:13:21 PM,1/14/2025 4:13:21 PM,False,True,4,,1/7/2025 6:02:00 PM,1802,False,,,False
4537494,9370-2025-00118,1,False,9370,1/13/2025 9:13:00 AM,913,025,14,109,Oakland,1,True,True,C,REAR END,,Monday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.834505,-122.266333,,,,,A,NO PEDESTRIANS INVOLVED,1/13/2025 9:13:00 AM,A,VC 22350,True,1,SR-24 W/B,,,1/14/2025 1:18:59 PM,A,E,200.0,I-580 W/B,F,,D,1/14/2025 1:19:01 PM,1/14/2025 1:19:01 PM,False,True,4,,1/13/2025 9:20:00 AM,0920,False,,,True
4537479,9370-2025-00091,1,False,9370,1/9/2025 4:00:00 PM,1600,024,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.849022,-122.225288,,,,,A,NO PEDESTRIANS INVOLVED,1/9/2025 4:00:00 PM,A,VC 21658(A),False,1,SR-24 WB,,,1/14/2025 1:07:30 PM,A,E,740.0,SR-13 N/B,F,,D,1/14/2025 1:07:33 PM,1/14/2025 1:07:33 PM,False,True,4,False,1/9/2025 4:15:00 PM,1615,False,,,True
4537412,9370-2025-00092,1,False,9370,1/9/2025 5:00:00 PM,1700,013,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Thursday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,C,DARK-STREET LIGHTS,37.84578,-122.22759,,,,,A,NO PEDESTRIANS INVOLVED,1/9/2025 5:00:00 PM,A,VC 21658(A),True,1,SR-13 S/B,,,1/14/2025 12:36:15 PM,A,N,1900.0,BROADWAY TERRACE,F,,D,1/14/2025 12:36:16 PM,1/14/2025 12:36:16 PM,False,True,4,,1/9/2025 5:15:00 PM,1715,False,,,True
4537379,9370-2025-00027,1,False,9370,1/4/2025 2:30:00 AM,230,055,14,109,Oakland,1,True,True,C,REAR END,,Saturday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,D,DARK-NO STREET LIGHTS,37.823144,-122.26394,,,,,A,NO PEDESTRIANS INVOLVED,1/4/2025 2:30:00 AM,A,VC 22350,False,1,I-580 E/B,,,1/14/2025 12:21:18 PM,A,W,1140.0,BROADWAY,F,,D,1/14/2025 12:21:20 PM,1/14/2025 12:21:20 PM,False,True,4,,1/4/2025 2:35:00 AM,0235,False,,,True
4537359,9370-2025-00097,1,False,9370,1/10/2025 6:05:00 PM,1805,054,14,109,Oakland,1,True,True,C,REAR END,,Friday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,C,DARK-STREET LIGHTS,37.808178,-122.240928,,,,,A,NO PEDESTRIANS INVOLVED,1/10/2025 6:05:00 PM,A,VC 22350,False,1,I-580 W/B,,,1/14/2025 12:09:04 PM,A,E,1000.0,LAKESHORE AVE,F,,D,1/14/2025 12:09:07 PM,1/14/2025 12:09:07 PM,False,True,4,,1/10/2025 6:18:00 PM,1818,False,,,True
4537245,9370-2025-00056,1,False,9370,1/6/2025 7:15:00 PM,1915,178,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Monday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,C,DARK-STREET LIGHTS,37.828676,-122.293757,,,,,A,NO PEDESTRIANS INVOLVED,1/6/2025 7:15:00 PM,A,VC 22107,False,1,I-80 WB TO I-880 SB,,,1/14/2025 11:18:25 AM,A,S,3000.0,POWELL STREET,F,,D,1/14/2025 11:18:28 AM,1/14/2025 11:18:28 AM,False,True,4,,1/6/2025 7:20:00 PM,1920,False,,,True
4537171,9370-2025-00089,1,False,9370,1/9/2025 3:45:00 PM,1545,177,14,109,Oakland,1,True,True,C,REAR END,,Thursday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.799664,-122.277344,,,,,A,NO PEDESTRIANS INVOLVED,1/9/2025 3:45:00 PM,A,VC 22350,False,1,I-980 E/B,,,1/14/2025 10:42:23 AM,A,W,298.0,JEFFERSON ST,F,,D,1/14/2025 10:42:25 AM,1/14/2025 10:42:25 AM,False,True,4,,1/9/2025 3:50:00 PM,1550,False,,,True
4536970,9370-2025-00079,1,False,9370,1/9/2025 10:54:00 AM,1054,176,14,109,Oakland,1,True,True,C,REAR END,,Thursday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.752935,-122.207049,,,,,A,NO PEDESTRIANS INVOLVED,1/9/2025 10:54:00 AM,A,VC 22350,False,1,I-880 N/B,,,1/14/2025 9:17:09 AM,A,S,426.0,66TH AVENUE,F,,D,1/14/2025 9:17:11 AM,1/14/2025 9:17:11 AM,False,True,4,,1/9/2025 10:59:00 AM,1059,True,EMBEDDED,,True
4536950,9370-2025-00061,1,False,9370,1/7/2025 8:00:00 AM,800,178,14,109,Oakland,1,True,True,E,HIT OBJECT,,Tuesday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,CONCRETE WALL,0,0,A,DAYLIGHT,37.811793,-122.303281,,,,,A,NO PEDESTRIANS INVOLVED,1/7/2025 8:00:00 AM,A,VC 22350,False,1,I-880 N/B,,,1/14/2025 9:06:06 AM,A,N,1400.0,7TH STREET,F,,D,1/14/2025 9:06:07 AM,1/14/2025 9:06:07 AM,False,True,4,,1/7/2025 8:40:00 AM,0840,False,,,True
4536568,9370-2025-00043,1,False,9370,1/4/2025 10:28:00 PM,2228,177,14,109,Oakland,1,True,True,E,HIT OBJECT,,Saturday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,METAL GUARD RAIL,0,0,C,DARK-STREET LIGHTS,37.789972,-122.25697,,,,,A,NO PEDESTRIANS INVOLVED,1/4/2025 10:28:00 PM,A,VC 22107,False,1,INTERSTATE 880 NORTHBOUND TO 5TH AVENUE,,,1/14/2025 6:28:06 AM,A,S,428.0,5TH AVENUE,F,,D,1/14/2025 6:28:07 AM,1/14/2025 6:28:07 AM,False,True,4,,1/4/2025 10:28:00 PM,2228,False,,,True
4536549,9370-2025-00034,1,False,9370,1/4/2025 10:26:00 PM,2226,177,14,109,Oakland,1,True,True,E,HIT OBJECT,,Saturday,NotApplicable,False,M,,False,True,True,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,CONCRETE BARRIER,0,0,B,DUSK-DAWN,37.789874,-122.258391,,,,,A,NO PEDESTRIANS INVOLVED,1/4/2025 10:26:00 PM,A,VC 22350,False,1,I-880 N/B TO EMBARCADERO/5TH AVENUE,,,1/14/2025 6:19:11 AM,A,S,64.0,EMBARCADERO,F,,D,1/14/2025 6:19:13 AM,1/14/2025 6:19:13 AM,False,True,4,False,1/4/2025 10:26:00 PM,2226,False,,,True
4536315,9370-2025-00064,1,False,9370,1/7/2025 11:40:00 PM,2340,013,14,109,Oakland,1,True,True,A,HEAD-ON,,Tuesday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,I,FIXED OBJECT,TREE,0,0,D,DARK-NO STREET LIGHTS,37.790047,-122.181379,,,,,A,NO PEDESTRIANS INVOLVED,1/7/2025 11:40:00 PM,C,,,,SR 13 S/B,,,1/13/2025 7:35:53 PM,A,S,1381.0,CARSON ST,F,,D,1/13/2025 7:35:54 PM,1/13/2025 7:35:54 PM,False,True,4,,1/7/2025 11:43:00 PM,2343,True,EMBEDDED,,True
4536311,9370-2025-00058,1,False,9370,1/7/2025 8:48:00 AM,848,052,14,109,Oakland,1,True,True,C,REAR END,,Tuesday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,1,0,A,DAYLIGHT,37.774249,-122.15959,,,,,A,NO PEDESTRIANS INVOLVED,1/7/2025 8:48:00 AM,A,VC 22350,False,1,I-580 W/B,,,1/13/2025 7:28:27 PM,A,W,1209.0,KELLER AVENUE,F,,D,1/13/2025 7:28:30 PM,1/13/2025 7:28:30 PM,False,True,4,,1/7/2025 8:53:00 AM,0853,True,EMBEDDED,,True
4536294,9370-2025-00055,1,False,9370,1/6/2025 3:00:00 PM,1500,178,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Monday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,D,MOTOR VEHICLE ON OTHER ROADWAY,,0,0,A,DAYLIGHT,37.82344,-122.291795,,,,,A,NO PEDESTRIANS INVOLVED,1/6/2025 3:00:00 PM,A,VC 21658(A),False,1,INTERSTATE 880 SB,,,1/13/2025 7:03:58 PM,A,N,1900.0,W. GRAND AVENUE,F,,D,1/13/2025 7:04:00 PM,1/13/2025 7:04:00 PM,False,True,4,,1/6/2025 3:05:00 PM,1505,False,,,True
4536279,9370-2025-00045,1,False,9370,1/5/2025 9:29:00 PM,2129,054,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Sunday,Yes,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,1,0,D,DARK-NO STREET LIGHTS,37.80817,-122.240877,,,,,A,NO PEDESTRIANS INVOLVED,1/5/2025 9:29:00 PM,A,VC 21658(A),False,1,I-580 W/B,,,1/13/2025 6:02:10 PM,A,E,1642.0,LAKESHORE AVE,F,,D,1/13/2025 6:02:12 PM,1/13/2025 6:02:12 PM,False,True,4,,1/5/2025 9:34:00 PM,2134,False,,,True
4536273,9370-2025-00042,1,False,9370,1/5/2025 4:30:00 PM,1630,176,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Sunday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.727962,-122.185167,,,,,A,NO PEDESTRIANS INVOLVED,1/5/2025 4:30:00 PM,A,VC 21658(A),False,1,I-880 N/B,,,1/13/2025 5:46:15 PM,A,S,900.0,98TH AVENUE,F,,D,1/13/2025 5:46:16 PM,1/13/2025 5:46:16 PM,False,True,4,,1/5/2025 4:35:00 PM,1635,False,,,True
4536263,9370-2025-00041,1,False,9370,1/5/2025 3:10:00 PM,1510,054,14,109,Oakland,1,True,True,C,REAR END,,Sunday,NotApplicable,False,M,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.806625,-122.237956,,,,,A,NO PEDESTRIANS INVOLVED,1/5/2025 3:10:00 PM,A,VC 22350,False,1,I-580 E/B,,,1/13/2025 5:30:16 PM,A,W,1507.0,PARK BLVD,F,,D,1/13/2025 5:30:17 PM,1/13/2025 5:30:17 PM,False,True,4,,1/5/2025 3:25:00 PM,1525,False,,,True
4535945,9370-2025-00036,1,False,9370,1/4/2025 4:25:00 PM,1625,055,14,109,Oakland,1,True,True,B,SIDE SWIPE,,Saturday,NotApplicable,False,,,False,True,False,ALAMEDA SUPERIOR COURT WILEY W. MANUEL COURTHOUSE,C,OTHER MOTOR VEHICLE,,0,0,A,DAYLIGHT,37.827022,-122.280016,,,,,A,NO PEDESTRIANS INVOLVED,1/4/2025 4:25:00 PM,A,VC 21658(A),False,1,I-580 E/B,,,1/13/2025 2:05:07 PM,A,E,420.0,SAN PABLO AVE,F,,D,1/13/2025 2:05:09 PM,1/13/2025 2:05:09 PM,False,True,4,,1/4/2025 4:30:00 PM,1630,False,,,True
